step,ego_action,partner_action,reward,total_return,sparse_return,deliveries,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,pots,objects
126,"(0, -1)","(0, 1)",0.0,151.0,80.0,4.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
127,interact,"(0, 1)",0.0,151.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
128,"(-1, 0)",interact,3.0,154.0,80.0,4.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
129,interact,"(0, -1)",3.0,157.0,80.0,4.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
130,"(0, -1)","(1, 0)",0.0,157.0,80.0,4.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
131,interact,"(0, -1)",0.0,157.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
132,"(-1, 0)","(1, 0)",0.0,157.0,80.0,4.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
133,interact,interact,3.0,160.0,80.0,4.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
134,"(0, -1)",interact,0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
135,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
136,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
137,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
138,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
139,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
140,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
141,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
142,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
143,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
144,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
145,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
146,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
147,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
148,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
149,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
150,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
151,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
152,interact,"(0, 0)",0.0,160.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
153,interact,interact,5.0,165.0,80.0,4.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
154,"(-1, 0)","(0, -1)",0.0,165.0,80.0,4.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
155,interact,interact,23.0,188.0,100.0,5.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
156,"(0, -1)","(0, 1)",0.0,188.0,100.0,5.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
157,interact,"(0, 1)",0.0,188.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
158,"(-1, 0)",interact,3.0,191.0,100.0,5.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
159,interact,"(0, -1)",3.0,194.0,100.0,5.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
160,"(0, -1)","(1, 0)",0.0,194.0,100.0,5.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
161,interact,"(0, -1)",0.0,194.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
162,"(-1, 0)","(1, 0)",0.0,194.0,100.0,5.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
163,interact,interact,3.0,197.0,100.0,5.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
164,"(0, -1)",interact,0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
165,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
166,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
167,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
168,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
169,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
170,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
171,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
172,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
173,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
174,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
175,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
176,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
177,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
178,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
179,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
180,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
181,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
182,interact,"(0, 0)",0.0,197.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
183,interact,interact,5.0,202.0,100.0,5.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
184,"(-1, 0)","(0, -1)",0.0,202.0,100.0,5.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
185,interact,interact,23.0,225.0,120.0,6.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
186,"(0, -1)","(0, 1)",0.0,225.0,120.0,6.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
187,interact,"(0, 1)",0.0,225.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
188,"(-1, 0)",interact,3.0,228.0,120.0,6.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
189,interact,"(0, -1)",3.0,231.0,120.0,6.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
190,"(0, -1)","(1, 0)",0.0,231.0,120.0,6.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
191,interact,"(0, -1)",0.0,231.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
192,"(-1, 0)","(1, 0)",0.0,231.0,120.0,6.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
193,interact,interact,3.0,234.0,120.0,6.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
194,"(0, -1)",interact,0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
195,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
196,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
197,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
198,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
199,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
200,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
201,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
202,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
203,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
204,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
205,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
206,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
207,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
208,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
209,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
210,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
211,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
212,interact,"(0, 0)",0.0,234.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
213,interact,interact,5.0,239.0,120.0,6.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
214,"(-1, 0)","(0, -1)",0.0,239.0,120.0,6.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
215,interact,interact,23.0,262.0,140.0,7.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
216,"(0, -1)","(0, 1)",0.0,262.0,140.0,7.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
217,interact,"(0, 1)",0.0,262.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
218,"(-1, 0)",interact,3.0,265.0,140.0,7.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
219,interact,"(0, -1)",3.0,268.0,140.0,7.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
220,"(0, -1)","(1, 0)",0.0,268.0,140.0,7.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
221,interact,"(0, -1)",0.0,268.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
222,"(-1, 0)","(1, 0)",0.0,268.0,140.0,7.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
223,interact,interact,3.0,271.0,140.0,7.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
224,"(0, -1)",interact,0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
225,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
226,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
227,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
228,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
229,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
230,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
231,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
232,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
233,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
234,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
235,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
236,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
237,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
238,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
239,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
240,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
241,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
242,interact,"(0, 0)",0.0,271.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
243,interact,interact,5.0,276.0,140.0,7.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
244,"(-1, 0)","(0, -1)",0.0,276.0,140.0,7.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
245,interact,interact,23.0,299.0,160.0,8.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
246,"(0, -1)","(0, 1)",0.0,299.0,160.0,8.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
247,interact,"(0, 1)",0.0,299.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
248,"(-1, 0)",interact,3.0,302.0,160.0,8.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
249,interact,"(0, -1)",3.0,305.0,160.0,8.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
