step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
55,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.01460000000000008,0.0,0.0,-0.01460000000000008,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 3, 20)"
56,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014499999999999957,0.0,0.0,-0.014499999999999957,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 3, 20)"
57,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014400000000000013,0.0,0.0,-0.014400000000000013,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 20)"
58,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.01430000000000007,0.0,0.0,-0.01430000000000007,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 20)"
59,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014199999999999947,0.0,0.0,-0.014199999999999947,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 20)"
60,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014100000000000001,0.0,0.0,-0.014100000000000001,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 20)"
61,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,0.025599999999999935,0.0,0.0,0.025599999999999935,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
62,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.01429999999999998,0.0,0.0,-0.01429999999999998,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
63,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014200000000000036,0.0,0.0,-0.014200000000000036,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
64,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0041999999999999815,0.0,0.0,-0.0041999999999999815,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
65,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0041999999999999815,0.0,0.0,-0.0041999999999999815,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
66,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0041999999999999815,0.0,0.0,-0.0041999999999999815,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
67,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014100000000000092,0.0,0.0,-0.014100000000000092,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
68,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013999999999999924,0.0,0.0,-0.013999999999999924,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
69,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.01389999999999998,0.0,0.0,-0.01389999999999998,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
70,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013799999999999991,0.0,0.0,-0.013799999999999991,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
71,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013700000000000045,0.0,0.0,-0.013700000000000045,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
72,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013600000000000056,0.0,0.0,-0.013600000000000056,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
73,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013499999999999979,0.0,0.0,-0.013499999999999979,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
74,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013399999999999947,0.0,0.0,-0.013399999999999947,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
75,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013299999999999958,0.0,0.0,-0.013299999999999958,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
76,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013200000000000057,0.0,0.0,-0.013200000000000057,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
77,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.01309999999999998,0.0,0.0,-0.01309999999999998,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
78,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.013000000000000034,0.0,0.0,-0.013000000000000034,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
79,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
80,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
81,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
82,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
83,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
84,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
85,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
86,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
87,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
88,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
89,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
90,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
91,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
92,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
93,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
94,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
95,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
96,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
97,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
98,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
99,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
100,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
101,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
102,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
103,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
104,3,"(-1, 0)","(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.0029999999999999805,0.0,0.0,-0.0029999999999999805,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 20)"
