step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
64,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
65,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
66,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
67,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
68,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
69,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
70,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
71,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
72,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
73,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
74,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
75,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
76,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
77,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
78,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
79,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
80,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
81,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
82,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
83,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
84,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
85,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
86,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
87,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
88,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
89,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
90,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
91,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
92,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
93,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
94,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
95,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
96,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
97,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
98,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
99,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
100,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
101,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
102,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
103,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
104,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
105,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
106,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
107,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
108,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
109,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
110,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
111,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
112,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
113,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
114,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
115,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
116,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
117,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
118,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
119,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
120,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
121,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
122,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
123,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
124,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
125,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
126,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
