step,ego_action,partner_action,sparse_delta,built_in,custom,total
324,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
325,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
326,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
327,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
328,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
329,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
330,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
331,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
332,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
333,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
334,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
335,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
336,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
337,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
338,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
339,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
340,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
341,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
342,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
343,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
344,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
345,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
346,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
347,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
348,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
349,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
350,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
351,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
352,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
353,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
354,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
355,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
356,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
357,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
358,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
359,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
360,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
361,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
362,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
363,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
364,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
365,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
366,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
367,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
368,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
369,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
370,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
371,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
372,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
373,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
374,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
375,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
376,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
377,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
378,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
379,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
380,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
381,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
382,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
383,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
384,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
385,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
386,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
387,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
388,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
389,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
390,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
391,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
392,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
393,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
394,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
395,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
396,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
397,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
398,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
399,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
400,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
