step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
57,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 1)",onion,"(1, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
58,2,"(1, 0)","(3, 1)","(0, -1)",onion,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 1)",onion,"(1, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
59,5,interact,"(3, 1)","(1, 0)",onion,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,1,"(0, 1)",3.078,0.0,3.0,0.07800000000000001,20.0,26.0,False,"(3, 1)",,"(1, 3)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
60,3,"(-1, 0)","(3, 1)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",20.0,26.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(2, 1)",,"(1, 3)",onion,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
61,3,"(-1, 0)","(2, 1)","(-1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",20.0,26.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(1, 1)",,"(1, 3)",onion,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
62,1,"(0, 1)","(1, 1)","(-1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",20.0,26.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(1, 2)",,"(1, 3)",onion,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
63,3,"(-1, 0)","(1, 2)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",20.0,26.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(1, 2)",,"(1, 3)",onion,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
64,5,interact,"(1, 2)","(-1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",20.0,26.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,20.0,29.0,False,"(1, 2)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
65,0,"(0, -1)","(1, 2)","(-1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(1, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
66,2,"(1, 0)","(1, 1)","(0, -1)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",20.0,29.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(2, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
67,2,"(1, 0)","(2, 1)","(1, 0)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
68,0,"(0, -1)","(3, 1)","(1, 0)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
69,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
70,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
71,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
72,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
73,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
74,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
75,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
76,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
77,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",20.0,29.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
78,0,"(0, -1)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",20.0,29.0,4,"(0, 0)",0.09699999999999998,0.0,0.0,0.09699999999999998,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
79,2,"(1, 0)","(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,20.0,29.0,False,"(3, 1)",dish,"(2, 3)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
80,5,interact,"(3, 1)","(1, 0)",dish,"(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,3,"(-1, 0)",5.0564,0.0,5.0,0.056400000000000006,20.0,34.0,False,"(3, 1)","soup('onion', 3, 20)","(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
81,1,"(0, 1)","(3, 1)","(1, 0)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,5,interact,0.006300000000000017,0.0,0.0,0.006300000000000017,20.0,34.0,False,"(3, 2)","soup('onion', 3, 20)","(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
82,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,3,"(-1, 0)",0.006199999999999983,0.0,0.0,0.006199999999999983,20.0,34.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
83,3,"(-1, 0)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,0,"(0, -1)",0.006099999999999994,0.0,0.0,0.006099999999999994,20.0,34.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
84,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,0,"(0, -1)",-0.0039000000000000146,0.0,0.0,-0.0039000000000000146,20.0,34.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
85,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,2,"(1, 0)",19.61,20.0,0.0,-0.39,40.0,34.0,True,"(2, 3)",,"(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
86,3,"(-1, 0)","(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,2,"(1, 0)",0.0,0.0,0.0,0.0,40.0,34.0,False,"(1, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
87,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,5,interact,3.0594,0.0,3.0,0.0594,40.0,37.0,False,"(1, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
88,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(2, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
89,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
90,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(3, 1)","(0, -1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 2)",onion,"(2, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
91,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 1)",onion,"(1, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
92,2,"(1, 0)","(3, 1)","(0, -1)",onion,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 1)",onion,"(1, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
93,5,interact,"(3, 1)","(1, 0)",onion,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,1,"(0, 1)",3.0588,0.0,3.0,0.0588,40.0,40.0,False,"(3, 1)",,"(1, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
94,1,"(0, 1)","(3, 1)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 2)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
95,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
96,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(2, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
97,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
98,3,"(-1, 0)","(2, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(1, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
99,5,interact,"(1, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(1, 3)",onion,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
100,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,5,interact,3.078,0.0,3.0,0.07800000000000001,40.0,43.0,False,"(2, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
101,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",40.0,43.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(3, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
102,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(3, 1)","(0, -1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",40.0,43.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(3, 2)",onion,"(2, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
103,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",40.0,43.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(3, 1)",onion,"(1, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
104,5,interact,"(3, 1)","(0, -1)",onion,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",40.0,43.0,1,"(0, 1)",3.0574,0.0,3.0,0.057399999999999986,40.0,46.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)"
105,3,"(-1, 0)","(3, 1)","(0, -1)",,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)",40.0,46.0,1,"(0, 1)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,46.0,False,"(2, 1)",,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)"
106,3,"(-1, 0)","(2, 1)","(-1, 0)",,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)",40.0,46.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,46.0,False,"(1, 1)",,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)"
107,1,"(0, 1)","(1, 1)","(-1, 0)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)",40.0,46.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,46.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)"
108,3,"(-1, 0)","(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)",40.0,46.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,46.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)"
109,5,interact,"(1, 2)","(-1, 0)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)",40.0,46.0,3,"(-1, 0)",2.9974,0.0,3.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)"
110,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)"
111,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)"
112,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)"
113,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)"
114,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)"
115,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)"
116,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)"
117,5,interact,"(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)",40.0,49.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,40.0,49.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)"
