step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
65,1,"(0, 1)","(1, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",20.0,29.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(1, 3)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
66,0,"(0, -1)","(1, 3)","(0, 1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
67,2,"(1, 0)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
68,0,"(0, -1)","(1, 2)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(1, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
69,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
70,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
71,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
72,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
73,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
74,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
75,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",20.0,29.0,5,interact,0.09699999999999998,0.0,0.0,0.09699999999999998,20.0,29.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
76,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,5,interact,5.0564,0.0,5.0,0.056400000000000006,20.0,34.0,False,"(2, 1)",onion,"(3, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
77,5,interact,"(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,1,"(0, 1)",0.006300000000000017,0.0,0.0,0.006300000000000017,20.0,34.0,False,"(2, 1)",onion,"(3, 2)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
78,5,interact,"(2, 1)","(1, 0)",onion,"(3, 2)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,1,"(0, 1)",0.006199999999999983,0.0,0.0,0.006199999999999983,20.0,34.0,False,"(2, 1)",onion,"(3, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
79,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,3,"(-1, 0)",0.006099999999999994,0.0,0.0,0.006099999999999994,20.0,34.0,False,"(3, 1)",onion,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
80,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,5,interact,3.0555,0.0,3.0,0.05550000000000002,20.0,37.0,False,"(3, 1)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
81,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(-1, 0)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,37.0,1,"(0, 1)",-0.004499999999999993,0.0,0.0,-0.004499999999999993,20.0,37.0,False,"(3, 2)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
82,4,"(0, 0)","(3, 2)","(0, 1)",,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,37.0,5,interact,19.6094,20.0,0.0,-0.39060000000000006,40.0,37.0,True,"(3, 2)",,"(2, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
83,1,"(0, 1)","(3, 2)","(0, 1)",,"(2, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
84,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(2, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
85,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 3)","(-1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(1, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
86,3,"(-1, 0)","(1, 3)","(-1, 0)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(1, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
87,3,"(-1, 0)","(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(1, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
88,5,interact,"(1, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(1, 3)",onion,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
89,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,5,interact,3.0588,0.0,3.0,0.0588,40.0,40.0,False,"(1, 2)",onion,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
90,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(1, 1)",onion,"(3, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
91,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(2, 1)",onion,"(3, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
92,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 1)",onion,"(2, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
93,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,1,"(0, 1)",3.078,0.0,3.0,0.07800000000000001,40.0,43.0,False,"(3, 1)",,"(2, 3)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
94,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",40.0,43.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(3, 2)",,"(1, 3)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
95,2,"(1, 0)","(3, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",40.0,43.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(3, 2)",,"(1, 2)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
96,1,"(0, 1)","(3, 2)","(1, 0)",,"(1, 2)","(0, -1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",40.0,43.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
97,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",40.0,43.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,40.0,46.0,False,"(2, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
98,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",40.0,46.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 3)",,"(1, 1)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
99,5,interact,"(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",40.0,46.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 3)",onion,"(2, 1)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
100,4,"(0, 0)","(1, 3)","(-1, 0)",onion,"(2, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",40.0,46.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 3)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
101,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",40.0,46.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 2)",onion,"(2, 1)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
102,1,"(0, 1)","(1, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",40.0,46.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 3)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
103,0,"(0, -1)","(1, 3)","(0, 1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
104,2,"(1, 0)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
105,0,"(0, -1)","(1, 2)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(1, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
106,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
107,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
108,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
109,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
110,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
111,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
112,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",40.0,46.0,5,interact,0.09699999999999998,0.0,0.0,0.09699999999999998,40.0,46.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
113,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",40.0,46.0,5,interact,5.0564,0.0,5.0,0.056400000000000006,40.0,51.0,False,"(2, 1)",onion,"(3, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
114,5,interact,"(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,1,"(0, 1)",0.006300000000000017,0.0,0.0,0.006300000000000017,40.0,51.0,False,"(2, 1)",onion,"(3, 2)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
115,5,interact,"(2, 1)","(1, 0)",onion,"(3, 2)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,1,"(0, 1)",0.006199999999999983,0.0,0.0,0.006199999999999983,40.0,51.0,False,"(2, 1)",onion,"(3, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
116,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,3,"(-1, 0)",0.006099999999999994,0.0,0.0,0.006099999999999994,40.0,51.0,False,"(3, 1)",onion,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
117,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,5,interact,3.0555,0.0,3.0,0.05550000000000002,40.0,54.0,False,"(3, 1)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
118,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(-1, 0)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,54.0,1,"(0, 1)",-0.004499999999999993,0.0,0.0,-0.004499999999999993,40.0,54.0,False,"(3, 2)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
119,4,"(0, 0)","(3, 2)","(0, 1)",,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,54.0,5,interact,19.6094,20.0,0.0,-0.39060000000000006,60.0,54.0,True,"(3, 2)",,"(2, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
120,1,"(0, 1)","(3, 2)","(0, 1)",,"(2, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
121,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(2, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
122,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 3)","(-1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(1, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
123,3,"(-1, 0)","(1, 3)","(-1, 0)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(1, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
124,3,"(-1, 0)","(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(1, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
125,5,interact,"(1, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(1, 3)",onion,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
126,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,5,interact,3.0588,0.0,3.0,0.0588,60.0,57.0,False,"(1, 2)",onion,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
127,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(1, 1)",onion,"(3, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
128,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(2, 1)",onion,"(3, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
