step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
69,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
70,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
71,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
72,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
73,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
74,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
75,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,2,"(1, 0)",5.0,0.0,5.0,0.0,20.0,34.0,False,"(3, 1)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
76,1,"(0, 1)","(3, 1)","(1, 0)","soup('onion', 3, 20)","(2, 3)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,34.0,False,"(3, 2)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
77,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(2, 3)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,34.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
78,1,"(0, 1)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,34.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
79,3,"(-1, 0)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,34.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
80,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,2,"(1, 0)",0.0,0.0,0.0,0.0,20.0,34.0,False,"(2, 3)","soup('onion', 3, 20)","(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
81,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,34.0,2,"(1, 0)",20.0,20.0,0.0,0.0,40.0,34.0,True,"(2, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
82,3,"(-1, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,5,interact,3.0,0.0,3.0,0.0,40.0,37.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
83,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,1,"(0, 1)",0.0,0.0,0.0,0.0,40.0,37.0,False,"(1, 3)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
84,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,2,"(1, 0)",0.0,0.0,0.0,0.0,40.0,37.0,False,"(1, 2)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
85,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,1,"(0, 1)",0.0,0.0,0.0,0.0,40.0,37.0,False,"(1, 1)",onion,"(3, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
86,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,40.0,37.0,False,"(2, 1)",onion,"(2, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
87,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,40.0,37.0,False,"(3, 1)",onion,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
88,5,interact,"(3, 1)","(1, 0)",onion,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,5,interact,3.0,0.0,3.0,0.0,40.0,40.0,False,"(3, 1)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
89,1,"(0, 1)","(3, 1)","(1, 0)",,"(1, 3)","(-1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,0,"(0, -1)",0.0,0.0,0.0,0.0,40.0,40.0,False,"(3, 2)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
90,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,0,"(0, -1)",0.0,0.0,0.0,0.0,40.0,40.0,False,"(3, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
91,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,2,"(1, 0)",0.0,0.0,0.0,0.0,40.0,40.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
92,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,2,"(1, 0)",0.0,0.0,0.0,0.0,40.0,40.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
93,5,interact,"(2, 3)","(-1, 0)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,5,interact,3.0,0.0,3.0,0.0,40.0,43.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
94,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",40.0,43.0,5,interact,0.0,0.0,0.0,0.0,40.0,43.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
95,0,"(0, -1)","(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",40.0,43.0,1,"(0, 1)",0.0,0.0,0.0,0.0,40.0,43.0,False,"(1, 2)",,"(3, 2)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
96,3,"(-1, 0)","(1, 2)","(0, -1)",,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",40.0,43.0,1,"(0, 1)",0.0,0.0,0.0,0.0,40.0,43.0,False,"(1, 2)",,"(3, 3)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
97,5,interact,"(1, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",40.0,43.0,3,"(-1, 0)",3.0,0.0,3.0,0.0,40.0,46.0,False,"(1, 2)",dish,"(2, 3)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
98,3,"(-1, 0)","(1, 2)","(-1, 0)",dish,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",40.0,46.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(1, 2)",dish,"(1, 3)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
99,0,"(0, -1)","(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",40.0,46.0,1,"(0, 1)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(1, 1)",dish,"(1, 3)",,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
100,2,"(1, 0)","(1, 1)","(0, -1)",dish,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",40.0,46.0,5,interact,0.0,0.0,0.0,0.0,40.0,46.0,False,"(2, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
101,2,"(1, 0)","(2, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",40.0,46.0,5,interact,0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
102,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
103,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
104,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
105,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
106,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
107,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
108,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
109,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
110,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
111,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
112,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",40.0,46.0,4,"(0, 0)",0.0,0.0,0.0,0.0,40.0,46.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
113,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",40.0,46.0,2,"(1, 0)",5.0,0.0,5.0,0.0,40.0,51.0,False,"(3, 1)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
114,1,"(0, 1)","(3, 1)","(1, 0)","soup('onion', 3, 20)","(2, 3)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,51.0,0,"(0, -1)",0.0,0.0,0.0,0.0,40.0,51.0,False,"(3, 2)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
115,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(2, 3)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",40.0,51.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,40.0,51.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
116,1,"(0, 1)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,51.0,0,"(0, -1)",0.0,0.0,0.0,0.0,40.0,51.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
117,3,"(-1, 0)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",40.0,51.0,0,"(0, -1)",0.0,0.0,0.0,0.0,40.0,51.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
118,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",40.0,51.0,2,"(1, 0)",0.0,0.0,0.0,0.0,40.0,51.0,False,"(2, 3)","soup('onion', 3, 20)","(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
119,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,51.0,2,"(1, 0)",20.0,20.0,0.0,0.0,60.0,51.0,True,"(2, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
120,3,"(-1, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",60.0,51.0,5,interact,3.0,0.0,3.0,0.0,60.0,54.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
121,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,1,"(0, 1)",0.0,0.0,0.0,0.0,60.0,54.0,False,"(1, 3)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
122,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,2,"(1, 0)",0.0,0.0,0.0,0.0,60.0,54.0,False,"(1, 2)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
123,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,1,"(0, 1)",0.0,0.0,0.0,0.0,60.0,54.0,False,"(1, 1)",onion,"(3, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
124,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,60.0,54.0,False,"(2, 1)",onion,"(2, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
125,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,60.0,54.0,False,"(3, 1)",onion,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
126,5,interact,"(3, 1)","(1, 0)",onion,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,5,interact,3.0,0.0,3.0,0.0,60.0,57.0,False,"(3, 1)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
127,1,"(0, 1)","(3, 1)","(1, 0)",,"(1, 3)","(-1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,0,"(0, -1)",0.0,0.0,0.0,0.0,60.0,57.0,False,"(3, 2)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
128,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,0,"(0, -1)",0.0,0.0,0.0,0.0,60.0,57.0,False,"(3, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
129,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,2,"(1, 0)",0.0,0.0,0.0,0.0,60.0,57.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
130,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,2,"(1, 0)",0.0,0.0,0.0,0.0,60.0,57.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
131,5,interact,"(2, 3)","(-1, 0)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,5,interact,3.0,0.0,3.0,0.0,60.0,60.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
132,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",60.0,60.0,5,interact,0.0,0.0,0.0,0.0,60.0,60.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
133,0,"(0, -1)","(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",60.0,60.0,1,"(0, 1)",0.0,0.0,0.0,0.0,60.0,60.0,False,"(1, 2)",,"(3, 2)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
134,3,"(-1, 0)","(1, 2)","(0, -1)",,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",60.0,60.0,1,"(0, 1)",0.0,0.0,0.0,0.0,60.0,60.0,False,"(1, 2)",,"(3, 3)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
135,5,interact,"(1, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",60.0,60.0,3,"(-1, 0)",3.0,0.0,3.0,0.0,60.0,63.0,False,"(1, 2)",dish,"(2, 3)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
136,3,"(-1, 0)","(1, 2)","(-1, 0)",dish,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",60.0,63.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(1, 2)",dish,"(1, 3)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
137,0,"(0, -1)","(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",60.0,63.0,1,"(0, 1)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(1, 1)",dish,"(1, 3)",,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
138,2,"(1, 0)","(1, 1)","(0, -1)",dish,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",60.0,63.0,5,interact,0.0,0.0,0.0,0.0,60.0,63.0,False,"(2, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
