step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
55,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,23.0,0,"(0, -1)",-0.030600000000000092,0.0,0.0,-0.030600000000000092,0.0,23.0,False,"(2, 3)","soup('onion', 3, 20)","(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
56,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(2, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,23.0,2,"(1, 0)",17.6528,20.0,0.0,-2.3472000000000004,20.0,23.0,True,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
57,3,"(-1, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,5,interact,3.468,0.0,3.0,0.46799999999999997,20.0,26.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
58,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",20.0,26.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(1, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
59,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",20.0,26.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
60,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",20.0,26.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(3, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
61,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",20.0,26.0,3,"(-1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(3, 2)",onion,"(2, 1)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
62,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",20.0,26.0,3,"(-1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(3, 1)",onion,"(1, 1)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
63,5,interact,"(3, 1)","(0, -1)",onion,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",20.0,26.0,2,"(1, 0)",3.3444,0.0,3.0,0.3443999999999999,20.0,29.0,False,"(3, 1)",,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)"
64,1,"(0, 1)","(3, 1)","(0, -1)",,"(2, 1)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)",20.0,29.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,29.0,False,"(3, 2)",,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)"
65,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)",20.0,29.0,2,"(1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,29.0,False,"(3, 3)",,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)"
66,3,"(-1, 0)","(3, 3)","(0, 1)",,"(2, 1)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)",20.0,29.0,5,interact,-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,29.0,False,"(2, 3)",,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)"
67,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(2, 1)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)",20.0,29.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,29.0,False,"(1, 3)",,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)"
68,0,"(0, -1)","(1, 3)","(-1, 0)",,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)",20.0,29.0,2,"(1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,29.0,False,"(1, 2)",,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)"
69,3,"(-1, 0)","(1, 2)","(0, -1)",,"(2, 1)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)",20.0,29.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,29.0,False,"(1, 2)",,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)"
70,5,interact,"(1, 2)","(-1, 0)",,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)",20.0,29.0,1,"(0, 1)",2.9844,0.0,3.0,-0.015600000000000147,20.0,32.0,False,"(1, 2)",dish,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)"
71,1,"(0, 1)","(1, 2)","(-1, 0)",dish,"(1, 1)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)",20.0,32.0,1,"(0, 1)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,32.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)"
72,4,"(0, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)",20.0,32.0,2,"(1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,32.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)"
73,4,"(0, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)",20.0,32.0,2,"(1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,32.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)"
74,4,"(0, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)",20.0,32.0,2,"(1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,32.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)"
75,4,"(0, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)",20.0,32.0,2,"(1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,20.0,32.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)"
76,4,"(0, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)",20.0,32.0,2,"(1, 0)",0.5783999999999999,0.0,0.0,0.5783999999999999,20.0,32.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)"
77,2,"(1, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)",20.0,32.0,1,"(0, 1)",-0.02160000000000002,0.0,0.0,-0.02160000000000002,20.0,32.0,False,"(2, 3)",dish,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)"
78,2,"(1, 0)","(2, 3)","(1, 0)",dish,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)",20.0,32.0,5,interact,-0.02160000000000002,0.0,0.0,-0.02160000000000002,20.0,32.0,False,"(3, 3)",dish,"(1, 3)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)"
79,0,"(0, -1)","(3, 3)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)",20.0,32.0,5,interact,-0.02160000000000002,0.0,0.0,-0.02160000000000002,20.0,32.0,False,"(3, 2)",dish,"(1, 3)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)"
80,0,"(0, -1)","(3, 2)","(0, -1)",dish,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)",20.0,32.0,5,interact,-0.02160000000000002,0.0,0.0,-0.02160000000000002,20.0,32.0,False,"(3, 1)",dish,"(1, 3)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)"
81,2,"(1, 0)","(3, 1)","(0, -1)",dish,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)",20.0,32.0,5,interact,-0.02160000000000002,0.0,0.0,-0.02160000000000002,20.0,32.0,False,"(3, 1)",dish,"(1, 3)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)"
82,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)",20.0,32.0,3,"(-1, 0)",5.3347999999999995,0.0,5.0,0.3347999999999996,20.0,37.0,False,"(3, 1)","soup('onion', 3, 20)","(1, 3)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
83,1,"(0, 1)","(3, 1)","(1, 0)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,37.0,5,interact,0.03420000000000023,0.0,0.0,0.03420000000000023,20.0,37.0,False,"(3, 2)","soup('onion', 3, 20)","(1, 3)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
84,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,37.0,0,"(0, -1)",0.033600000000000026,0.0,0.0,0.033600000000000026,20.0,37.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 2)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
85,3,"(-1, 0)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 2)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,37.0,0,"(0, -1)",0.03300000000000036,0.0,0.0,0.03300000000000036,20.0,37.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
86,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(1, 1)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,37.0,2,"(1, 0)",-0.026999999999999958,0.0,0.0,-0.026999999999999958,20.0,37.0,False,"(2, 3)","soup('onion', 3, 20)","(2, 1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
87,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(2, 1)","(1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,37.0,2,"(1, 0)",17.6564,20.0,0.0,-2.3436,40.0,37.0,True,"(2, 3)",,"(3, 1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
88,3,"(-1, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",40.0,37.0,5,interact,3.3528,0.0,3.0,0.35279999999999995,40.0,40.0,False,"(1, 3)",,"(3, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
89,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,40.0,40.0,False,"(1, 3)",onion,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
90,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,40.0,40.0,False,"(2, 3)",onion,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
91,5,interact,"(2, 3)","(1, 0)",onion,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,40.0,40.0,False,"(2, 3)",onion,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
92,5,interact,"(2, 3)","(1, 0)",onion,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,40.0,40.0,False,"(2, 3)",onion,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
93,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,40.0,40.0,False,"(3, 3)",onion,"(1, 3)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
94,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,40.0,40.0,False,"(3, 2)",onion,"(1, 2)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
95,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 2)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,40.0,40.0,False,"(3, 1)",onion,"(1, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
96,5,interact,"(3, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",40.0,40.0,2,"(1, 0)",3.3491999999999997,0.0,3.0,0.3491999999999999,40.0,43.0,False,"(3, 1)",,"(2, 1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
97,1,"(0, 1)","(3, 1)","(0, -1)",,"(2, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",40.0,43.0,4,"(0, 0)",-0.01080000000000001,0.0,0.0,-0.01080000000000001,40.0,43.0,False,"(3, 2)",,"(2, 1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
98,1,"(0, 1)","(3, 2)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",40.0,43.0,2,"(1, 0)",-0.01080000000000001,0.0,0.0,-0.01080000000000001,40.0,43.0,False,"(3, 3)",,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
99,3,"(-1, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",40.0,43.0,0,"(0, -1)",-0.01080000000000001,0.0,0.0,-0.01080000000000001,40.0,43.0,False,"(2, 3)",,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
100,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(3, 1)","(0, -1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",40.0,43.0,5,interact,3.4644,0.0,3.0,0.4644,40.0,46.0,False,"(1, 3)",,"(3, 1)",,"(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)"
101,3,"(-1, 0)","(1, 3)","(-1, 0)",,"(3, 1)","(0, -1)",,"(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)",40.0,46.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,40.0,46.0,False,"(1, 3)",,"(2, 1)",,"(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)"
102,0,"(0, -1)","(1, 3)","(-1, 0)",,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)",40.0,46.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,40.0,46.0,False,"(1, 2)",,"(1, 1)",,"(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)"
103,3,"(-1, 0)","(1, 2)","(0, -1)",,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)",40.0,46.0,1,"(0, 1)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,40.0,46.0,False,"(1, 2)",,"(1, 1)",,"(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)"
104,5,interact,"(1, 2)","(-1, 0)",,"(1, 1)","(0, 1)",,"(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)",40.0,46.0,1,"(0, 1)",2.9844,0.0,3.0,-0.015600000000000147,40.0,49.0,False,"(1, 2)",dish,"(1, 1)",,"(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)"
105,1,"(0, 1)","(1, 2)","(-1, 0)",dish,"(1, 1)","(0, 1)",,"(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)",40.0,49.0,1,"(0, 1)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,40.0,49.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)"
106,4,"(0, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)",40.0,49.0,1,"(0, 1)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,40.0,49.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)"
107,4,"(0, 0)","(1, 3)","(0, 1)",dish,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)",40.0,49.0,1,"(0, 1)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,40.0,49.0,False,"(1, 3)",dish,"(1, 2)",,"(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)"
