step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
69,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
70,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
71,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
72,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
73,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,5,interact,3.0588,0.0,3.0,0.0588,20.0,23.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
74,4,"(0, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
75,2,"(1, 0)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",,"(1, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
76,5,interact,"(3, 3)","(1, 0)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
77,4,"(0, 0)","(3, 3)","(1, 0)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
78,5,interact,"(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
79,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
80,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
81,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
82,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
83,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,5,interact,3.078,0.0,3.0,0.07800000000000001,20.0,26.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
84,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",20.0,26.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
85,1,"(0, 1)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",20.0,26.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(2, 3)",,"(1, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
86,1,"(0, 1)","(2, 3)","(0, 1)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",20.0,26.0,1,"(0, 1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(2, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
87,2,"(1, 0)","(2, 3)","(0, 1)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",20.0,26.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,26.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
88,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",20.0,26.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
89,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
90,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
91,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
92,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
93,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
94,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
95,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
96,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
97,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
98,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
99,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
100,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
101,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",20.0,29.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
102,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",20.0,29.0,5,interact,0.09699999999999998,0.0,0.0,0.09699999999999998,20.0,29.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
103,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,0,"(0, -1)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,20.0,29.0,False,"(3, 3)",,"(1, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
104,5,interact,"(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,2,"(1, 0)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,20.0,29.0,False,"(3, 3)",,"(2, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
105,5,interact,"(3, 3)","(0, 1)",,"(2, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,2,"(1, 0)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,20.0,29.0,False,"(3, 3)",,"(3, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
106,4,"(0, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,5,interact,5.0564,0.0,5.0,0.056400000000000006,20.0,34.0,False,"(3, 3)",,"(3, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
107,3,"(-1, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,3,"(-1, 0)",0.006300000000000017,0.0,0.0,0.006300000000000017,20.0,34.0,False,"(2, 3)",,"(2, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
108,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,3,"(-1, 0)",-0.013600000000000013,0.0,0.0,-0.013600000000000013,20.0,34.0,False,"(2, 3)",,"(1, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
109,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,1,"(0, 1)",0.006300000000000017,0.0,0.0,0.006300000000000017,20.0,34.0,False,"(2, 3)",,"(1, 2)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
110,2,"(1, 0)","(2, 3)","(0, 1)",,"(1, 2)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,1,"(0, 1)",0.006199999999999983,0.0,0.0,0.006199999999999983,20.0,34.0,False,"(3, 3)",,"(1, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
111,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,2,"(1, 0)",0.006099999999999994,0.0,0.0,0.006099999999999994,20.0,34.0,False,"(3, 3)",,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
112,3,"(-1, 0)","(3, 3)","(0, 1)",,"(2, 3)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,1,"(0, 1)",-0.009840000000000028,0.0,0.0,-0.009840000000000028,20.0,34.0,False,"(3, 3)",,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
113,1,"(0, 1)","(3, 3)","(-1, 0)",,"(2, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",20.0,34.0,5,interact,19.616,20.0,0.0,-0.384,40.0,34.0,True,"(3, 3)",,"(2, 3)",,,"(3, 0):empty;(4, 1):empty"
114,2,"(1, 0)","(3, 3)","(0, 1)",,"(2, 3)","(0, 1)",,,"(3, 0):empty;(4, 1):empty",40.0,34.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,40.0,34.0,False,"(3, 3)",,"(1, 3)",,,"(3, 0):empty;(4, 1):empty"
115,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(-1, 0)",,,"(3, 0):empty;(4, 1):empty",40.0,34.0,5,interact,0.0,0.0,0.0,0.0,40.0,34.0,False,"(3, 3)",,"(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
116,1,"(0, 1)","(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,0,"(0, -1)",0.0,0.0,0.0,0.0,40.0,34.0,False,"(3, 3)",,"(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
117,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,0,"(0, -1)",0.0,0.0,0.0,0.0,40.0,34.0,False,"(3, 3)",,"(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
118,5,interact,"(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,2,"(1, 0)",0.0,0.0,0.0,0.0,40.0,34.0,False,"(3, 3)",,"(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
119,5,interact,"(3, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,2,"(1, 0)",0.0,0.0,0.0,0.0,40.0,34.0,False,"(3, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
120,5,interact,"(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",40.0,34.0,5,interact,3.0594,0.0,3.0,0.0594,40.0,37.0,False,"(3, 3)",,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
121,3,"(-1, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
122,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(2, 3)",,"(1, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
123,2,"(1, 0)","(2, 3)","(-1, 0)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
124,4,"(0, 0)","(3, 3)","(1, 0)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
125,5,interact,"(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
126,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
127,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
128,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
129,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,40.0,37.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
130,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",40.0,37.0,5,interact,3.0588,0.0,3.0,0.0588,40.0,40.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
131,4,"(0, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
132,2,"(1, 0)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 3)",,"(1, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
133,5,interact,"(3, 3)","(1, 0)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
134,4,"(0, 0)","(3, 3)","(1, 0)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
135,5,interact,"(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
