step,ego_action,partner_action,sparse_reward,built_in,base,v2_extra,useless,custom,total,late_stage,no_interaction_change,useless_before,useless_after
179,"(-1, 0)",interact,0.0,0.0,-0.050000000000000044,0.0,0.0,-0.050000000000000044,-0.050000000000000044,False,False,"[0, 0]","[0, 0]"
180,interact,"(-1, 0)",0.0,0.0,-0.050000000000000044,0.0,0.0,-0.050000000000000044,-0.050000000000000044,False,False,"[0, 0]","[0, 0]"
181,"(0, -1)",interact,0.0,0.0,-0.050000000000000044,0.0,0.0,-0.050000000000000044,-0.050000000000000044,False,False,"[0, 0]","[0, 0]"
182,"(0, -1)","(1, 0)",0.0,0.0,-0.050000000000000044,0.0,0.0,-0.050000000000000044,-0.050000000000000044,False,False,"[0, 0]","[0, 0]"
183,"(1, 0)",interact,0.0,0.0,-0.050000000000000044,0.0,0.0,-0.050000000000000044,-0.050000000000000044,False,False,"[0, 0]","[0, 0]"
184,interact,interact,0.0,3.0,1.4349999999999996,0.0,0.0,1.4349999999999996,4.435,False,False,"[0, 0]","[0, 0]"
185,"(0, 1)","(0, 1)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
186,"(-1, 0)","(1, 0)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
187,"(-1, 0)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
188,"(0, 1)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
189,"(-1, 0)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
190,interact,"(-1, 0)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
191,"(0, -1)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
192,"(0, -1)","(1, 0)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
193,interact,"(0, 1)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
194,"(0, -1)","(1, 0)",0.0,0.0,1.5190000000000003,4.95,0.0,6.469,6.469,True,True,"[0, 0]","[0, 0]"
195,interact,"(1, 0)",0.0,5.0,2.5424999999999986,-0.050000000000000044,0.0,2.492499999999999,7.492499999999999,True,False,"[0, 0]","[0, 0]"
196,"(0, 1)","(0, -1)",0.0,0.0,0.14000000000000012,-0.050000000000000044,0.0,0.09000000000000008,0.09000000000000008,True,True,"[0, 0]","[0, 0]"
197,"(0, 1)","(1, 0)",0.0,0.0,0.1375000000000015,-0.050000000000000044,0.0,0.08750000000000147,0.08750000000000147,True,True,"[0, 0]","[0, 0]"
198,interact,interact,20.0,0.0,-9.765,-5.0,0.0,-14.765,5.234999999999999,True,False,"[0, 0]","[0, 0]"
199,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
200,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
201,"(0, -1)",interact,0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
202,"(-1, 0)","(1, 0)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
203,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
204,"(0, 1)","(-1, 0)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
205,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
206,interact,"(0, 1)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
207,interact,"(-1, 0)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
208,interact,"(0, 1)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
209,interact,"(1, 0)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
210,interact,interact,0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
211,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
212,"(0, -1)","(-1, 0)",0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
213,"(0, -1)",interact,0.0,0.0,-0.015000000000000013,0.0,0.0,-0.015000000000000013,-0.015000000000000013,False,False,"[0, 0]","[0, 0]"
214,interact,"(0, 1)",0.0,3.0,1.47,0.0,0.0,1.47,4.47,False,False,"[0, 0]","[0, 0]"
215,"(0, 1)","(1, 0)",0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
216,"(0, 1)","(1, 0)",0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
217,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
218,interact,"(0, -1)",0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
219,"(0, -1)","(-1, 0)",0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
220,"(0, -1)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
221,interact,"(0, 1)",0.0,3.0,1.4549999999999996,0.0,0.0,1.4549999999999996,4.455,False,False,"[0, 0]","[0, 0]"
222,"(0, 1)","(1, 0)",0.0,0.0,-0.04500000000000004,0.0,0.0,-0.04500000000000004,-0.04500000000000004,False,False,"[0, 0]","[0, 0]"
223,"(0, 1)","(1, 0)",0.0,0.0,-0.04500000000000004,0.0,0.0,-0.04500000000000004,-0.04500000000000004,False,False,"[0, 0]","[0, 0]"
224,"(-1, 0)",interact,0.0,0.0,-0.04500000000000004,0.0,0.0,-0.04500000000000004,-0.04500000000000004,False,False,"[0, 0]","[0, 0]"
225,interact,"(0, -1)",0.0,0.0,-0.04500000000000004,0.0,0.0,-0.04500000000000004,-0.04500000000000004,False,False,"[0, 0]","[0, 0]"
226,"(0, -1)","(-1, 0)",0.0,0.0,-0.04500000000000004,0.0,0.0,-0.04500000000000004,-0.04500000000000004,False,False,"[0, 0]","[0, 0]"
227,"(0, -1)",interact,0.0,0.0,-0.04500000000000004,0.0,0.0,-0.04500000000000004,-0.04500000000000004,False,False,"[0, 0]","[0, 0]"
228,interact,"(0, 1)",0.0,3.0,1.935,0.0,0.0,1.935,4.9350000000000005,False,False,"[0, 0]","[0, 0]"
229,"(0, 1)","(1, 0)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
230,"(-1, 0)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
231,"(0, 1)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
232,"(-1, 0)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
233,interact,"(-1, 0)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
234,"(0, -1)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
235,"(0, -1)","(1, 0)",0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
236,"(1, 0)",interact,0.0,0.0,-0.06500000000000061,0.0,0.0,-0.06500000000000061,-0.06500000000000061,False,False,"[0, 0]","[0, 0]"
237,interact,interact,0.0,3.0,1.4200000000000002,0.0,0.0,1.4200000000000002,4.42,False,False,"[0, 0]","[0, 0]"
238,"(0, 1)","(0, 1)",0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
239,"(-1, 0)","(1, 0)",0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
240,"(-1, 0)",interact,0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
241,"(0, 1)",interact,0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
242,"(-1, 0)",interact,0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
243,interact,"(-1, 0)",0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
244,"(0, -1)",interact,0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
245,"(0, -1)","(1, 0)",0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
246,interact,"(0, 1)",0.0,0.0,-0.08000000000000007,0.0,0.0,-0.08000000000000007,-0.08000000000000007,False,False,"[0, 0]","[0, 0]"
247,"(0, -1)","(1, 0)",0.0,0.0,1.5039999999999987,9.9,0.0,11.404,11.404,True,True,"[0, 0]","[0, 0]"
248,interact,"(1, 0)",0.0,5.0,2.5275000000000003,-0.10000000000000009,0.0,2.4275,7.4275,True,False,"[0, 0]","[0, 0]"
249,"(0, 1)","(0, -1)",0.0,0.0,0.12499999999999956,-0.10000000000000009,0.0,0.024999999999999467,0.024999999999999467,True,True,"[0, 0]","[0, 0]"
250,"(0, 1)","(1, 0)",0.0,0.0,0.12250000000000094,-0.10000000000000009,0.0,0.022500000000000853,0.022500000000000853,True,True,"[0, 0]","[0, 0]"
251,interact,interact,20.0,0.0,-9.780000000000001,-10.0,0.0,-19.78,0.21999999999999886,True,False,"[0, 0]","[0, 0]"
252,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
253,interact,"(0, -1)",0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
254,"(0, -1)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
255,"(-1, 0)","(1, 0)",0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
256,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
257,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
258,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
259,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
260,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
261,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
262,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
263,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
264,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
265,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
266,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
267,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
268,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
269,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
270,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
271,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
272,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
273,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
274,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
275,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
276,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
277,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
278,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
279,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
280,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
281,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
282,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
283,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
284,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
285,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
286,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
287,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
288,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
289,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
290,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
291,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
292,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
293,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
294,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
295,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
296,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
297,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
298,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
299,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
300,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
301,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
302,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
303,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
304,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
305,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
306,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
307,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
308,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
309,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
310,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
311,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
312,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
313,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
314,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
315,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
316,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
317,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
318,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
319,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
320,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
321,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
322,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
323,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
324,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
325,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
326,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
327,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
328,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
329,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
330,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
331,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
332,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
333,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
334,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
335,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
336,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
337,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
338,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
339,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
340,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
341,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
342,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
343,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
344,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
345,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
346,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
347,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
348,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
349,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
350,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
351,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
352,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
353,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
